"","workerId","conditionCE","conditionHeadN","level","arrayTraining","seenInTraining","participantText","compositionalAnswer","encodingCorrected","encodingCompositional","correctness","consonants","prepMGloss","prepRGloss"
"10475","A108","crossed","head initial",4,"[[[1,[0]],[0]],1]","false","tinkin vusu vusu tinkin rae rae moy","tinkin vusu vusu tinkin rae rae moy","tvvtrrm","tvvtrrm",1,"vtsk","next to","atop"
"10476","A108","crossed","head initial",4,"[[[3,3],[0]],[2]]","false","kolkil kolkil vusu solson rae rae rae","kolkil kolkil vusu solson moy rae rae","kkvsrrr","kkvsmrr",0.857142857142857,"vtsk","next to","atop"
"10525","A109","center-embedding","head final",1,"0","true","vusu","vusu","v","v",1,"vtsk","horiz","vert"
"10526","A109","center-embedding","head final",1,"1","true","tinkin","tinkin","t","t",1,"vtsk","horiz","vert"
"10527","A109","center-embedding","head final",1,"2","true","solson","solson","s","s",1,"vtsk","horiz","vert"
"10528","A109","center-embedding","head final",1,"3","true","kolkil","kolkil","k","k",1,"vtsk","horiz","vert"
"10529","A109","center-embedding","head final",2,"[3,3]","true","kolkil moy kolkil","moy kolkil kolkil","kmk","mkk",0.666666666666667,"vtsk","horiz","vert"
"10530","A109","center-embedding","head final",2,"[1,3]","true","moy kolkil tinkin","moy kolkil tinkin","mkt","mkt",1,"vtsk","horiz","vert"
"10531","A109","center-embedding","head final",2,"[0,[1]]","true","rae tinkin vusu","rae tinkin vusu","rtv","rtv",1,"vtsk","horiz","vert"
"10532","A109","center-embedding","head final",2,"[3,[1]]","true","rae tinkin kolkil","rae tinkin kolkil","rtk","rtk",1,"vtsk","horiz","vert"
"10533","A109","center-embedding","head final",2,"[2,[1]]","true","rae tinkin solson","rae tinkin solson","rts","rts",1,"vtsk","horiz","vert"
"10534","A109","center-embedding","head final",2,"[2,1]","true","moy tinkin solson","moy tinkin solson","mts","mts",1,"vtsk","horiz","vert"
"10535","A109","center-embedding","head final",2,"[0,0]","true","moy vusu vusu","moy vusu vusu","mvv","mvv",1,"vtsk","horiz","vert"
"10536","A109","center-embedding","head final",2,"[3,[0]]","true","rae vusu kolkil","rae vusu kolkil","rvk","rvk",1,"vtsk","horiz","vert"
"10537","A109","center-embedding","head final",2,"[2,2]","false","moy solson solson","moy solson solson","mss","mss",1,"vtsk","horiz","vert"
"10538","A109","center-embedding","head final",2,"[2,[3]]","false","rae kolkil solson","rae kolkil solson","rks","rks",1,"vtsk","horiz","vert"
"10539","A109","center-embedding","head final",2,"[0,[2]]","false","rae solson vusu","rae solson vusu","rsv","rsv",1,"vtsk","horiz","vert"
"10540","A109","center-embedding","head final",2,"[0,1]","false","moy tinkin vusu","moy tinkin vusu","mtv","mtv",1,"vtsk","horiz","vert"
"10541","A109","center-embedding","head final",3,"[[3,[3]],[2]]","true","rae rae solson kolkil kolkil","rae rae solson kolkil kolkil","rrskk","rrskk",1,"vtsk","horiz","vert"
"10542","A109","center-embedding","head final",3,"[2,[3,[0]]]","true","moy rae vusu kolkil solson","moy rae vusu kolkil solson","mrvks","mrvks",1,"vtsk","horiz","vert"
"10543","A109","center-embedding","head final",3,"[0,[[2,0]]]","true","rae moy vusu solson vusu","rae moy vusu solson vusu","rmvsv","rmvsv",1,"vtsk","horiz","vert"
"10544","A109","center-embedding","head final",3,"[[3,2],[0]]","true","moy rae vusu solson kolkil","moy rae vusu solson kolkil","mrvsk","mrvsk",1,"vtsk","horiz","vert"
"10545","A109","center-embedding","head final",3,"[[1,[2]],[2]]","true","rae rae solson solson solson","rae rae solson solson tinkin","rrsss","rrsst",0.8,"vtsk","horiz","vert"
"10546","A109","center-embedding","head final",3,"[1,[3,[3]]]","true","moy rae kolkil kolkil tinkin","moy rae kolkil kolkil tinkin","mrkkt","mrkkt",1,"vtsk","horiz","vert"
"10547","A109","center-embedding","head final",3,"[[1,[2]],2]","true","rae moy solson solson solson","rae moy solson solson tinkin","rmsss","rmsst",0.8,"vtsk","horiz","vert"
"10548","A109","center-embedding","head final",3,"[[0,3],[1]]","true","moy rae tinkin kolkil vusu","moy rae tinkin kolkil vusu","mrtkv","mrtkv",1,"vtsk","horiz","vert"
"10549","A109","center-embedding","head final",3,"[0,[[1,1]]]","false","rae moy tinkin tinkin vusu","rae moy tinkin tinkin vusu","rmttv","rmttv",1,"vtsk","horiz","vert"
"10550","A109","center-embedding","head final",3,"[[3,3],0]","false","moy moy vusu kolkil kolkil","moy moy vusu kolkil kolkil","mmvkk","mmvkk",1,"vtsk","horiz","vert"
"10551","A109","center-embedding","head final",3,"[[1,[1]],0]","false","rae moy vusu tinkin tinkin","rae moy vusu tinkin tinkin","rmvtt","rmvtt",1,"vtsk","horiz","vert"
"10552","A109","center-embedding","head final",3,"[[1,2],0]","false","moy moy vusu solson tinkin","moy moy vusu solson tinkin","mmvst","mmvst",1,"vtsk","horiz","vert"
"10553","A109","center-embedding","head final",4,"[3,[2,[2,[3]]]]","false","moy rae moy kolkil solson solson kolkil","moy moy rae kolkil solson solson kolkil","mrmkssk","mmrkssk",0.857142857142857,"vtsk","horiz","vert"
"10554","A109","center-embedding","head final",4,"[1,[[2,[2,1]]]]","false","moy kolkil solson solson kolkil kolkil moy","rae moy moy tinkin solson solson tinkin","mksskkm","rmmtsst",0.142857142857143,"vtsk","horiz","vert"
"10555","A109","center-embedding","head final",4,"[[[3,1],[3]],3]","false","rae moy moy moy moy kolkil kolkil","moy rae moy kolkil kolkil tinkin kolkil","rmmmmkk","mrmkktk",0.428571428571429,"vtsk","horiz","vert"
"10556","A109","center-embedding","head final",4,"[0,[[3,[[1,1]]]]]","false","moy rae rae tinkin tinkin kolkil vusu","rae rae moy tinkin tinkin kolkil vusu","mrrttkv","rrmttkv",0.714285714285714,"vtsk","horiz","vert"
"10557","A109","center-embedding","head final",4,"[[[0,1],0],[2]]","false","rae moy moy moy kolkil vusu vusu","moy moy rae solson vusu tinkin vusu","rmmmkvv","mmrsvtv",0.428571428571429,"vtsk","horiz","vert"
"10558","A109","center-embedding","head final",4,"[[[2,0],1],2]","false","moy moy moy solson tinkin vusu solson","moy moy moy solson tinkin vusu solson","mmmstvs","mmmstvs",1,"vtsk","horiz","vert"
"10559","A109","center-embedding","head final",4,"[0,[3,[[0,[0]]]]]","false","moy rae rae rae vusu vusu kolkil","moy rae rae vusu vusu kolkil vusu","mrrrvvk","mrrvvkv",0.714285714285714,"vtsk","horiz","vert"
"10560","A109","center-embedding","head final",4,"[[[2,[1]],[2]],[3]]","false","rae rae rae kolkil solson tinkin solson","rae rae rae kolkil solson tinkin solson","rrrksts","rrrksts",1,"vtsk","horiz","vert"
"10561","A109","center-embedding","head final",4,"[2,[0,[[2,3]]]]","false","moy rae moy kolkil solson vusu solson","moy rae moy kolkil solson vusu solson","mrmksvs","mrmksvs",1,"vtsk","horiz","vert"
"10562","A109","center-embedding","head final",4,"[[[1,[1]],3],0]","false","rae moy moy vusu kolkil tinkin tinkin","rae moy moy vusu kolkil tinkin tinkin","rmmvktt","rmmvktt",1,"vtsk","horiz","vert"
"10563","A109","center-embedding","head final",4,"[[[1,[0]],[0]],1]","false","rae rae moy tinkin vusu vusu tinkin","rae rae moy tinkin vusu vusu tinkin","rrmtvvt","rrmtvvt",1,"vtsk","horiz","vert"
"10564","A109","center-embedding","head final",4,"[[[3,3],[0]],[2]]","false","moy rae rae solson vusu kolkil kolkil","moy rae rae solson vusu kolkil kolkil","mrrsvkk","mrrsvkk",1,"vtsk","horiz","vert"
"1026","A11","center-embedding","head initial",1,"0","true","sulsal","sulsal","s","s",1,"stkv","horiz","vert"
"1027","A11","center-embedding","head initial",1,"1","true","tinkin","tinkin","t","t",1,"stkv","horiz","vert"
"1028","A11","center-embedding","head initial",1,"2","true","kakan","kakan","k","k",1,"stkv","horiz","vert"
"1029","A11","center-embedding","head initial",1,"3","true","volsol","volsol","v","v",1,"stkv","horiz","vert"
"1030","A11","center-embedding","head initial",2,"[3,3]","true","volsol volsol moy","volsol volsol moy","vvm","vvm",1,"stkv","horiz","vert"
"1031","A11","center-embedding","head initial",2,"[1,3]","true","tinkin volsol moy","tinkin volsol moy","tvm","tvm",1,"stkv","horiz","vert"
"1032","A11","center-embedding","head initial",2,"[0,[1]]","true","sulsal tinkin rae","sulsal tinkin rae","str","str",1,"stkv","horiz","vert"
"1033","A11","center-embedding","head initial",2,"[3,[1]]","true","volsol tinkin rae","volsol tinkin rae","vtr","vtr",1,"stkv","horiz","vert"
"1034","A11","center-embedding","head initial",2,"[2,[1]]","true","kakan tinkin rae","kakan tinkin rae","ktr","ktr",1,"stkv","horiz","vert"
"1035","A11","center-embedding","head initial",2,"[2,1]","true","kakan tinkin tinkin","kakan tinkin moy","ktt","ktm",0.666666666666667,"stkv","horiz","vert"
"1036","A11","center-embedding","head initial",2,"[0,0]","true","sulsal sulsal moy","sulsal sulsal moy","ssm","ssm",1,"stkv","horiz","vert"
"1037","A11","center-embedding","head initial",2,"[3,[0]]","true","volsol sulsal rae","volsol sulsal rae","vsr","vsr",1,"stkv","horiz","vert"
"1038","A11","center-embedding","head initial",2,"[2,2]","false","kakan kakan moy","kakan kakan moy","kkm","kkm",1,"stkv","horiz","vert"
"1039","A11","center-embedding","head initial",2,"[2,[3]]","false","kakan volsol rae","kakan volsol rae","kvr","kvr",1,"stkv","horiz","vert"
"1040","A11","center-embedding","head initial",2,"[0,[2]]","false","sulsal kakan rae","sulsal kakan rae","skr","skr",1,"stkv","horiz","vert"
"1041","A11","center-embedding","head initial",2,"[0,1]","false","sulsal tinkin moy","sulsal tinkin moy","stm","stm",1,"stkv","horiz","vert"
"1042","A11","center-embedding","head initial",3,"[[3,[3]],[2]]","true","volsol volsol kakan rae rae","volsol volsol kakan rae rae","vvkrr","vvkrr",1,"stkv","horiz","vert"
"1043","A11","center-embedding","head initial",3,"[2,[3,[0]]]","true","kakan volsol sulsal rae moy","kakan volsol sulsal rae moy","kvsrm","kvsrm",1,"stkv","horiz","vert"
"1044","A11","center-embedding","head initial",3,"[0,[[2,0]]]","true","sulsal kakan sulsal moy rae","sulsal kakan sulsal moy rae","sksmr","sksmr",1,"stkv","horiz","vert"
"1045","A11","center-embedding","head initial",3,"[[3,2],[0]]","true","volsol kakan sulsal rae moy","volsol kakan sulsal rae moy","vksrm","vksrm",1,"stkv","horiz","vert"
"1046","A11","center-embedding","head initial",3,"[[1,[2]],[2]]","true","tinkin kakan kakan rae rae","tinkin kakan kakan rae rae","tkkrr","tkkrr",1,"stkv","horiz","vert"
"1047","A11","center-embedding","head initial",3,"[1,[3,[3]]]","true","tinkin volsol volsol rae moy","tinkin volsol volsol rae moy","tvvrm","tvvrm",1,"stkv","horiz","vert"
"1048","A11","center-embedding","head initial",3,"[[1,[2]],2]","true","tinkin kakan kakan moy rae","tinkin kakan kakan moy rae","tkkmr","tkkmr",1,"stkv","horiz","vert"
"1049","A11","center-embedding","head initial",3,"[[0,3],[1]]","true","sulsal volsol tinkin rae moy","sulsal volsol tinkin rae moy","svtrm","svtrm",1,"stkv","horiz","vert"
"1050","A11","center-embedding","head initial",3,"[0,[[1,1]]]","false","sulsal tinkin tinkin moy rae","sulsal tinkin tinkin moy rae","sttmr","sttmr",1,"stkv","horiz","vert"
"1051","A11","center-embedding","head initial",3,"[[3,3],0]","false","volsol volsol sulsal moy moy","volsol volsol sulsal moy moy","vvsmm","vvsmm",1,"stkv","horiz","vert"
"1052","A11","center-embedding","head initial",3,"[[1,[1]],0]","false","tinkin tinkin sulsal moy rae","tinkin tinkin sulsal moy rae","ttsmr","ttsmr",1,"stkv","horiz","vert"
"1053","A11","center-embedding","head initial",3,"[[1,2],0]","false","tinkin kakan sulsal moy moy","tinkin kakan sulsal moy moy","tksmm","tksmm",1,"stkv","horiz","vert"
"1054","A11","center-embedding","head initial",4,"[3,[2,[2,[3]]]]","false","volsol kakan kakan volsol moy rae rae","volsol kakan kakan volsol rae moy moy","vkkvmrr","vkkvrmm",0.714285714285714,"stkv","horiz","vert"
"1055","A11","center-embedding","head initial",4,"[1,[[2,[2,1]]]]","false","tinkin kakan kakan tinkin moy rae rae","tinkin kakan kakan tinkin moy moy rae","tkktmrr","tkktmmr",0.857142857142857,"stkv","horiz","vert"
"1056","A11","center-embedding","head initial",4,"[[[3,1],[3]],3]","false","volsol tinkin volsol volsol moy rae rae","volsol tinkin volsol volsol moy rae moy","vtvvmrr","vtvvmrm",0.857142857142857,"stkv","horiz","vert"
"1057","A11","center-embedding","head initial",4,"[0,[[3,[[1,1]]]]]","false","sulsal volsol tinkin tinkin rae rae moy","sulsal volsol tinkin tinkin moy rae rae","svttrrm","svttmrr",0.714285714285714,"stkv","horiz","vert"
"1058","A11","center-embedding","head initial",4,"[[[0,1],0],[2]]","false","sulsal tinkin sulsal kakan moy rae rae","sulsal tinkin sulsal kakan rae moy moy","stskmrr","stskrmm",0.714285714285714,"stkv","horiz","vert"
"1059","A11","center-embedding","head initial",4,"[[[2,0],1],2]","false","kakan sulsal tinkin kakan moy moy moy","kakan sulsal tinkin kakan moy moy moy","kstkmmm","kstkmmm",1,"stkv","horiz","vert"
"1060","A11","center-embedding","head initial",4,"[0,[3,[[0,[0]]]]]","false","sulsal volsol sulsal sulsal moy rae rae","sulsal volsol sulsal sulsal rae rae moy","svssmrr","svssrrm",0.714285714285714,"stkv","horiz","vert"
"1061","A11","center-embedding","head initial",4,"[[[2,[1]],[2]],[3]]","false","kakan tinkin kakan volsol rae rae rae","kakan tinkin kakan volsol rae rae rae","ktkvrrr","ktkvrrr",1,"stkv","horiz","vert"
"1062","A11","center-embedding","head initial",4,"[2,[0,[[2,3]]]]","false","kakan sulsal kakan volsol moy moy rae","kakan sulsal kakan volsol moy rae moy","kskvmmr","kskvmrm",0.857142857142857,"stkv","horiz","vert"
"1063","A11","center-embedding","head initial",4,"[[[1,[1]],3],0]","false","tinkin tinkin volsol sulsal rae moy moy","tinkin tinkin volsol sulsal moy moy rae","ttvsrmm","ttvsmmr",0.714285714285714,"stkv","horiz","vert"
"1064","A11","center-embedding","head initial",4,"[[[1,[0]],[0]],1]","false","tinkin sulsal sulsal tinkin moy rae rae","tinkin sulsal sulsal tinkin moy rae rae","tsstmrr","tsstmrr",1,"stkv","horiz","vert"
"1065","A11","center-embedding","head initial",4,"[[[3,3],[0]],[2]]","false","volsol volsol sulsal kakan moy rae rae","volsol volsol sulsal kakan rae rae moy","vvskmrr","vvskrrm",0.714285714285714,"stkv","horiz","vert"
"10621","A110","branching","head final",1,"0","true","kilkul","kilkul","k","k",1,"kvts","none","none"
"10622","A110","branching","head final",1,"1","true","vanva","vanva","v","v",1,"kvts","none","none"
"10623","A110","branching","head final",1,"2","true","tovo","tovo","t","t",1,"kvts","none","none"
"10624","A110","branching","head final",1,"3","true","sunsin","sunsin","s","s",1,"kvts","none","none"
"10625","A110","branching","head final",2,"[3,3]","true","sunsin moy sunsin","sunsin moy sunsin","sms","sms",1,"kvts","none","none"
"10626","A110","branching","head final",2,"[1,3]","true","sunsin moy vanva","sunsin moy vanva","smv","smv",1,"kvts","none","none"
"10627","A110","branching","head final",2,"[0,[1]]","true","vanva rae kilkul","vanva rae kilkul","vrk","vrk",1,"kvts","none","none"
"10628","A110","branching","head final",2,"[3,[1]]","true","vanva rae sunsin","vanva rae sunsin","vrs","vrs",1,"kvts","none","none"
"10629","A110","branching","head final",2,"[2,[1]]","true","vanva rae tovo","vanva rae tovo","vrt","vrt",1,"kvts","none","none"
"10630","A110","branching","head final",2,"[2,1]","true","vanva moy tovo","vanva moy tovo","vmt","vmt",1,"kvts","none","none"
"10631","A110","branching","head final",2,"[0,0]","true","kilkul moy kilkul","kilkul moy kilkul","kmk","kmk",1,"kvts","none","none"
"10632","A110","branching","head final",2,"[3,[0]]","true","kilkul rae sunsin","kilkul rae sunsin","krs","krs",1,"kvts","none","none"
"10633","A110","branching","head final",2,"[2,2]","false","tovo moy tovo","tovo moy tovo","tmt","tmt",1,"kvts","none","none"
"10634","A110","branching","head final",2,"[2,[3]]","false","sunsin rae tovo","sunsin rae tovo","srt","srt",1,"kvts","none","none"
"10635","A110","branching","head final",2,"[0,[2]]","false","tovo rae kilkul","tovo rae kilkul","trk","trk",1,"kvts","none","none"
"10636","A110","branching","head final",2,"[0,1]","false","vanva moy kilkul","vanva moy kilkul","vmk","vmk",1,"kvts","none","none"
"10637","A110","branching","head final",3,"[[3,[3]],[2]]","true","tovo rae sunsin rae sunsin","tovo rae sunsin rae sunsin","trsrs","trsrs",1,"kvts","none","none"
"10638","A110","branching","head final",3,"[2,[3,[0]]]","true","kilkul rae sunsin moy tovo","kilkul rae sunsin moy tovo","krsmt","krsmt",1,"kvts","none","none"
"10639","A110","branching","head final",3,"[0,[[2,0]]]","true","kilkul moy tovo rae kilkul","kilkul moy tovo rae kilkul","kmtrk","kmtrk",1,"kvts","none","none"
"10640","A110","branching","head final",3,"[[3,2],[0]]","true","kilkul rae tovo moy sunsin","kilkul rae tovo moy sunsin","krtms","krtms",1,"kvts","none","none"
"10641","A110","branching","head final",3,"[[1,[2]],[2]]","true","tovo rae tovo rae vanva","tovo rae tovo rae vanva","trtrv","trtrv",1,"kvts","none","none"
"10642","A110","branching","head final",3,"[1,[3,[3]]]","true","sunsin rae sunsin moy vanva","sunsin rae sunsin moy vanva","srsmv","srsmv",1,"kvts","none","none"
"10643","A110","branching","head final",3,"[[1,[2]],2]","true","tovo moy tovo rae vanva","tovo moy tovo rae vanva","tmtrv","tmtrv",1,"kvts","none","none"
"10644","A110","branching","head final",3,"[[0,3],[1]]","true","vanva rae sunsin moy kilkul","vanva rae sunsin moy kilkul","vrsmk","vrsmk",1,"kvts","none","none"
"10645","A110","branching","head final",3,"[0,[[1,1]]]","false","vanva moy vanva rae kilkul","vanva moy vanva rae kilkul","vmvrk","vmvrk",1,"kvts","none","none"
"10646","A110","branching","head final",3,"[[3,3],0]","false","kilkul moy sunsin moy sunsin","kilkul moy sunsin moy sunsin","kmsms","kmsms",1,"kvts","none","none"
"10647","A110","branching","head final",3,"[[1,[1]],0]","false","kilkul moy vanva rae vanva","kilkul moy vanva rae vanva","kmvrv","kmvrv",1,"kvts","none","none"
"10648","A110","branching","head final",3,"[[1,2],0]","false","kilkul moy tovo moy vanva","kilkul moy tovo moy vanva","kmtmv","kmtmv",1,"kvts","none","none"
"10649","A110","branching","head final",4,"[3,[2,[2,[3]]]]","false","sunsin rae tovo moy tovo moy sunsin","sunsin rae tovo moy tovo moy sunsin","srtmtms","srtmtms",1,"kvts","none","none"
"10650","A110","branching","head final",4,"[1,[[2,[2,1]]]]","false","vanva moy tovo moy tovo rae vanva","vanva moy tovo moy tovo rae vanva","vmtmtrv","vmtmtrv",1,"kvts","none","none"
"10651","A110","branching","head final",4,"[[[3,1],[3]],3]","false","sunsin moy sunsin rae vanva moy sunsin","sunsin moy sunsin rae vanva moy sunsin","smsrvms","smsrvms",1,"kvts","none","none"
"10652","A110","branching","head final",4,"[0,[[3,[[1,1]]]]]","false","vanva moy vanva rae sunsin rae kilkul","vanva moy vanva rae sunsin rae kilkul","vmvrsrk","vmvrsrk",1,"kvts","none","none"
"10653","A110","branching","head final",4,"[[[0,1],0],[2]]","false","tovo rae kilkul moy vanva moy kilkul","tovo rae kilkul moy vanva moy kilkul","trkmvmk","trkmvmk",1,"kvts","none","none"
"10654","A110","branching","head final",4,"[[[2,0],1],2]","false","tovo moy vanva moy kilkul moy tovo","tovo moy vanva moy kilkul moy tovo","tmvmkmt","tmvmkmt",1,"kvts","none","none"
"10655","A110","branching","head final",4,"[0,[3,[[0,[0]]]]]","false","kilkul rae kilkul rae sunsin moy kilkul","kilkul rae kilkul rae sunsin moy kilkul","krkrsmk","krkrsmk",1,"kvts","none","none"
"10656","A110","branching","head final",4,"[[[2,[1]],[2]],[3]]","false","sunsin rae tovo rae vanva rae tovo","sunsin rae tovo rae vanva rae tovo","srtrvrt","srtrvrt",1,"kvts","none","none"
"10657","A110","branching","head final",4,"[2,[0,[[2,3]]]]","false","sunsin moy tovo rae kilkul moy tovo","sunsin moy tovo rae kilkul moy tovo","smtrkmt","smtrkmt",1,"kvts","none","none"
"10658","A110","branching","head final",4,"[[[1,[1]],3],0]","false","kilkul moy sunsin moy vanva rae vanva","kilkul moy sunsin moy vanva rae vanva","kmsmvrv","kmsmvrv",1,"kvts","none","none"
"10659","A110","branching","head final",4,"[[[1,[0]],[0]],1]","false","vanva moy kilkul rae kilkul rae vanva","vanva moy kilkul rae kilkul rae vanva","vmkrkrv","vmkrkrv",1,"kvts","none","none"
"10660","A110","branching","head final",4,"[[[3,3],[0]],[2]]","false","tovo rae kilkul rae sunsin moy sunsin","tovo rae kilkul rae sunsin moy sunsin","trkrsms","trkrsms",1,"kvts","none","none"
"10717","A111","branching","head final",1,"0","true","tuntul","tuntul","t","t",1,"tvsk","horiz","vert"
"10718","A111","branching","head final",1,"1","true","vinkin","vinkin","v","v",1,"tvsk","horiz","vert"
"10719","A111","branching","head final",1,"2","true","sosi","sosi","s","s",1,"tvsk","horiz","vert"
"10720","A111","branching","head final",1,"3","true","kanka","kanka","k","k",1,"tvsk","horiz","vert"
"10721","A111","branching","head final",2,"[3,3]","true","kanka moy kanka","kanka moy kanka","kmk","kmk",1,"tvsk","horiz","vert"
"10722","A111","branching","head final",2,"[1,3]","true","vinkin moy kanka","kanka moy vinkin","vmk","kmv",0.333333333333333,"tvsk","horiz","vert"
"10723","A111","branching","head final",2,"[0,[1]]","true","tuntul rae vinkin","vinkin rae tuntul","trv","vrt",0.333333333333333,"tvsk","horiz","vert"
"10724","A111","branching","head final",2,"[3,[1]]","true","kanka rae vinkin","vinkin rae kanka","krv","vrk",0.333333333333333,"tvsk","horiz","vert"
"10725","A111","branching","head final",2,"[2,[1]]","true","sosi rae vinkin","vinkin rae sosi","srv","vrs",0.333333333333333,"tvsk","horiz","vert"
"10726","A111","branching","head final",2,"[2,1]","true","sosi moy vinkin","vinkin moy sosi","smv","vms",0.333333333333333,"tvsk","horiz","vert"
"10727","A111","branching","head final",2,"[0,0]","true","tuntul moy tuntul","tuntul moy tuntul","tmt","tmt",1,"tvsk","horiz","vert"
"10728","A111","branching","head final",2,"[3,[0]]","true","tuntul rae kanka","tuntul rae kanka","trk","trk",1,"tvsk","horiz","vert"
"10729","A111","branching","head final",2,"[2,2]","false","sosi moy sosi","sosi moy sosi","sms","sms",1,"tvsk","horiz","vert"
"10730","A111","branching","head final",2,"[2,[3]]","false","sosi rae kanka","kanka rae sosi","srk","krs",0.333333333333333,"tvsk","horiz","vert"
"10731","A111","branching","head final",2,"[0,[2]]","false","tuntul rae sosi","sosi rae tuntul","trs","srt",0.333333333333333,"tvsk","horiz","vert"
"10732","A111","branching","head final",2,"[0,1]","false","tuntul moy vinkin","vinkin moy tuntul","tmv","vmt",0.333333333333333,"tvsk","horiz","vert"
"10733","A111","branching","head final",3,"[[3,[3]],[2]]","true","sosi rae kanka rae kanka","sosi rae kanka rae kanka","srkrk","srkrk",1,"tvsk","horiz","vert"
"10734","A111","branching","head final",3,"[2,[3,[0]]]","true","sosi moy tuntul rae kanka","tuntul rae kanka moy sosi","smtrk","trkms",0.2,"tvsk","horiz","vert"
"10735","A111","branching","head final",3,"[0,[[2,0]]]","true","tuntul rae tuntul moy sosi","tuntul moy sosi rae tuntul","trtms","tmsrt",0.2,"tvsk","horiz","vert"
"10736","A111","branching","head final",3,"[[3,2],[0]]","true","tuntul rae kanka moy sosi","tuntul rae sosi moy kanka","trkms","trsmk",0.6,"tvsk","horiz","vert"
"10737","A111","branching","head final",3,"[[1,[2]],[2]]","true","sosi rae sosi rae vinkin","sosi rae sosi rae vinkin","srsrv","srsrv",1,"tvsk","horiz","vert"
"10738","A111","branching","head final",3,"[1,[3,[3]]]","true","vinkin moy kanka rae kanka","kanka rae kanka moy vinkin","vmkrk","krkmv",0.2,"tvsk","horiz","vert"
"10739","A111","branching","head final",3,"[[1,[2]],2]","true","sosi rae kanka moy sosi","sosi moy sosi rae vinkin","srkms","smsrv",0.2,"tvsk","horiz","vert"
"10740","A111","branching","head final",3,"[[0,3],[1]]","true","vinkin rae tuntul moy kanka","vinkin rae kanka moy tuntul","vrtmk","vrkmt",0.6,"tvsk","horiz","vert"
"10741","A111","branching","head final",3,"[0,[[1,1]]]","false","vinkin moy vinkin rae tuntul","vinkin moy vinkin rae tuntul","vmvrt","vmvrt",1,"tvsk","horiz","vert"
"10742","A111","branching","head final",3,"[[3,3],0]","false","kanka moy kanka moy tuntul","tuntul moy kanka moy kanka","kmkmt","tmkmk",0.6,"tvsk","horiz","vert"
"10743","A111","branching","head final",3,"[[1,[1]],0]","false","vinkin rae vinkin moy tuntul","tuntul moy vinkin rae vinkin","vrvmt","tmvrv",0.2,"tvsk","horiz","vert"
"10744","A111","branching","head final",3,"[[1,2],0]","false","vinkin moy sosi moy tuntul","tuntul moy sosi moy vinkin","vmsmt","tmsmv",0.6,"tvsk","horiz","vert"
"10745","A111","branching","head final",4,"[3,[2,[2,[3]]]]","false","kanka moy sosi moy kanka rae sosi","kanka rae sosi moy sosi moy kanka","kmsmkrs","krsmsmk",0.428571428571429,"tvsk","horiz","vert"
"10746","A111","branching","head final",4,"[1,[[2,[2,1]]]]","false","sosi moy sosi moy vinkin rae vinkin","vinkin moy sosi moy sosi rae vinkin","smsmvrv","vmsmsrv",0.714285714285714,"tvsk","horiz","vert"
"10747","A111","branching","head final",4,"[[[3,1],[3]],3]","false","kanka moy kanka rae kanka rae vinkin","kanka moy kanka rae vinkin moy kanka","kmkrkrv","kmkrvmk",0.571428571428571,"tvsk","horiz","vert"
"10748","A111","branching","head final",4,"[0,[[3,[[1,1]]]]]","false","vinkin moy vinkin rae kanka rae tuntul","vinkin moy vinkin rae kanka rae tuntul","vmvrkrt","vmvrkrt",1,"tvsk","horiz","vert"
"10749","A111","branching","head final",4,"[[[0,1],0],[2]]","false","sosi rae tuntul moy vinkin moy tuntul","sosi rae tuntul moy vinkin moy tuntul","srtmvmt","srtmvmt",1,"tvsk","horiz","vert"
"10750","A111","branching","head final",4,"[[[2,0],1],2]","false","sosi moy tuntul moy vinkin moy sosi","sosi moy vinkin moy tuntul moy sosi","smtmvms","smvmtms",0.714285714285714,"tvsk","horiz","vert"
"10751","A111","branching","head final",4,"[0,[3,[[0,[0]]]]]","false","tuntul moy tuntul rae tuntul rae kanka","tuntul rae tuntul rae kanka moy tuntul","tmtrtrk","trtrkmt",0.428571428571429,"tvsk","horiz","vert"
"10752","A111","branching","head final",4,"[[[2,[1]],[2]],[3]]","false","kanka rae sosi rae vinkin rae sosi","kanka rae sosi rae vinkin rae sosi","krsrvrs","krsrvrs",1,"tvsk","horiz","vert"
"10753","A111","branching","head final",4,"[2,[0,[[2,3]]]]","false","sosi moy sosi moy kanka rae tuntul","kanka moy sosi rae tuntul moy sosi","smsmkrt","kmsrtms",0.285714285714286,"tvsk","horiz","vert"
"10754","A111","branching","head final",4,"[[[1,[1]],3],0]","false","vinkin rae vinkin moy kanka moy tuntul","tuntul moy kanka moy vinkin rae vinkin","vrvmkmt","tmkmvrv",0.142857142857143,"tvsk","horiz","vert"
"10755","A111","branching","head final",4,"[[[1,[0]],[0]],1]","false","tuntul rae tuntul rae vinkin moy vinkin","vinkin moy tuntul rae tuntul rae vinkin","trtrvmv","vmtrtrv",0.428571428571429,"tvsk","horiz","vert"
"10756","A111","branching","head final",4,"[[[3,3],[0]],[2]]","false","sosi rae tuntul rae kanka moy kanka","sosi rae tuntul rae kanka moy kanka","srtrkmk","srtrkmk",1,"tvsk","horiz","vert"
"10813","A112","branching","head initial",1,"0","true","vusu","vusu","v","v",1,"vtsk","none","none"
"10814","A112","branching","head initial",1,"1","true","tinkin","tinkin","t","t",1,"vtsk","none","none"
